ticket_id,ticket_text,issue_type,urgency_level,product,clean_text
596,Payment issue for my Vision LED TV. I was not refunded for order #14501.,Billing Problem,Low,Vision LED TV,pay issue my vision led tv i refund order 14501
597,Order #31539 for EcoBreeze AC is 14 days late. Ordered on 08 May.,Late Delivery,High,EcoBreeze AC,order 31539 ecobreeze ac 14 day late order 08 may
598,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,RoboChef Blender,cant log my account keep show reset requir help
599,Facing installation issue with PhotoSnap Cam. Setup fails at step 5.,Installation Issue,Medium,PhotoSnap Cam,fac installation issue photosnap cam setup fail step 5
600,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",General Inquiry,Low,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available red
601,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,SoundWave 300,cant log my account keep show block help
602,Order #48317 for PhotoSnap Cam is 12 days late. Ordered on 03 May.,Late Delivery,High,PhotoSnap Cam,order 48317 photosnap cam 12 day late order 03 may
603,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,FitRun Treadmill,cant log my account keep show unknown issue help
604,EcoBreeze AC is lost. It stopped working after just 9 days. Delivery expected by 20 March.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac lost stopp work after just 9 day delivery expect 20 march
605,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,fac installation issue vision led tv setup fail step 5
606,Payment issue for my . I was not refunded for order #55840.,Billing Problem,Medium,PhotoSnap Cam,pay issue my i refund order 55840
607,Facing installation issue with PowerMax Battery. Setup fails at step 3.,Installation Issue,Low,PowerMax Battery,fac installation issue powermax battery setup fail step 3
608,Not able to install my product.,Installation Issue,Medium,Vision LED TV,able install my product
609,Facing installation issue with . Setup fails at step 4.,Installation Issue,Medium,SoundWave 300,fac installation issue setup fail step 4
610,Can't log in to my account. Keeps showing error. Help!,Account Access,Medium,FitRun Treadmill,cant log my account keep show error help
611,Is this item in stock?,General Inquiry,,PhotoSnap Cam,item stock
612,Vision LED TV is defective. It stopped working after just 10 days.,Product Defect,,Vision LED TV,vision led tv defect stopp work after just 10 day
613,I ordered ProTab X1 but got RoboChef Blender instead. My order number is #56484.,Wrong Item,Medium,ProTab X1,i order protab x1 but got robochef blender instead my order number 56484
614,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in white?",General Inquiry,Medium,UltraClean Vacuum,can you tell me more about ultraclean vacuum warranty also available white
615,RoboChef Blender is faulty. It stopped working after just 10 days.,Product Defect,High,RoboChef Blender,robochef blender faulty stopp work after just 10 day
616,Payment issue for my SoundWave 300. I was underbilled for order #34614.,Billing Problem,High,SoundWave 300,pay issue my soundwave 300 i underbill order 34614
617,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in blue?",General Inquiry,Low,RoboChef Blender,can you tell me more about robochef blender warranty also available blue
618,"Order #38284 for RoboChef Blender is 7 days late. Ordered on 24 March. Also, I contacted support on 24 March but got no response.",,Low,RoboChef Blender,order 38284 robochef blender 7 day late order 24 march also i contact support 24 march but got no response
619,Order #17506 for EcoBreeze AC is 8 days late. Ordered on 16 April.,Late Delivery,High,EcoBreeze AC,order 17506 ecobreeze ac 8 day late order 16 april
620,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,High,EcoBreeze AC,cant log my account keep show unknown issue help
621,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,High,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available blue
622,Can't log in to my account. Keeps showing reset required. Help!,,Medium,RoboChef Blender,cant log my account keep show reset requir help
623,Login not working.,Account Access,Medium,RoboChef Blender,login work
624,Payment issue for my SmartWatch V2. I was charged twice for order #15770.,Billing Problem,Medium,SmartWatch V2,pay issue my smartwatch v2 i charg twice order 15770
625,"Can you tell me more about teh  warranty? Also, is it available in white?",General Inquiry,High,EcoBreeze AC,can you tell me more about teh warranty also available white
626,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,SmartWatch V2,cant log my account keep show reset requir help
627,Order #11910 for RoboChef Blender is 6 days late. Ordered on 21 April.,Late Delivery,Medium,RoboChef Blender,order 11910 robochef blender 6 day late order 21 april
628,I ordered EcoBreeze AC but got Vision LED TV instead. My order number is #56460.,Wrong Item,,EcoBreeze AC,i order ecobreeze ac but got vision led tv instead my order number 56460
629,,Wrong Item,,SmartWatch V2,nan
630,Order #10394 for  is 3 days late. Ordered on 05 March.,,Low,RoboChef Blender,order 10394 3 day late order 05 march
631,Order #27626 fr RoboChef Blender is 7 days late. Ordered on 29 April.,Late Delivery,Low,RoboChef Blender,order 27626 fr robochef blender 7 day late order 29 april
632,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,PowerMax Battery,fac installation issue setup fail step 2
633,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,,SmartWatch V2,cant log my account keep show captcha fail help
634,Payment issue for my PhotoSnap Cam. I was debited incorrectly for order #43008.,Billing Problem,Medium,PhotoSnap Cam,pay issue my photosnap cam i debit incorrect order 43008
635,Facing installation issue with UltraClean Vacuum. Setup fails at step 1.,Installation Issue,Low,UltraClean Vacuum,fac installation issue ultraclean vacuum setup fail step 1
636,"Can you tell me more about the  warranty? Also, is it available in black?",,High,PhotoSnap Cam,can you tell me more about warranty also available black
637,Order #82251 for  is 7 days late. Ordered on 29 March.,Late Delivery,Medium,SmartWatch V2,order 82251 7 day late order 29 march
638,RoboChef Blender is damaged. It stopped working after just 10 days.,Product Defect,Low,RoboChef Blender,robochef blender damag stopp work after just 10 day
639,Is this item in stock?,General Inquiry,Low,PowerMax Battery,item stock
640,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,Medium,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 6
641,Can't log in to my account. Keeps showing error. Help! Delivery expected by 15 March.,Account Access,Low,EcoBreeze AC,cant log my account keep show error help delivery expect 15 march
642,FitRun Treadmill is error. It stopped working after just 4 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill error stopp work after just 4 day
643,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,Low,RoboChef Blender,can you tell me more about warranty also available black
644,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,cant log my account keep show block help
645,Payment problem for order #61582. Need urgent help.,Billing Problem,Low,SmartWatch V2,pay problem order 61582 need urgent help
646,Payment issue for my UltraClean Vacuum. I was not refunded for order #20155.,Billing Problem,High,UltraClean Vacuum,pay issue my ultraclean vacuum i refund order 20155
647,Facing installation issue with ProTab X1. Setup fails at step 6.,Installation Issue,Medium,ProTab X1,fac installation issue protab x1 setup fail step 6
648,I ordered UltraClean Vacuum but got SmartWatch V2 instead. My order number is #69961.,Wrong Item,Medium,UltraClean Vacuum,i order ultraclean vacuum but got smartwatch v2 instead my order number 69961
649,,General Inquiry,Medium,FitRun Treadmill,nan
650,SoundWave 300 is not received. It stopped working after just 12 days.,Product Defect,High,SoundWave 300,soundwave 300 receiv stopp work after just 12 day
651,"Facing installation issue with PowerMax Battery. Setup fails at step 5. Also, I contacted support on 20 April but got no response.",Installation Issue,High,PowerMax Battery,fac installation issue powermax battery setup fail step 5 also i contact support 20 april but got no response
652,"Can you tell me more about the  warranty? Also, is it available in white?",General Inquiry,Low,PowerMax Battery,can you tell me more about warranty also available white
653,ProTab X1 is defective. It stopped working after just 9 days.,Product Defect,Low,ProTab X1,protab x1 defect stopp work after just 9 day
654,,Late Delivery,Low,Vision LED TV,nan
655,I ordered  but got UltraClean Vacuum instead. My order number is #36490.,Wrong Item,Medium,PowerMax Battery,i order but got ultraclean vacuum instead my order number 36490
656,EcoBreeze AC is stuck. It stopped working after just 7 days.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac stuck stopp work after just 7 day
657,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,SoundWave 300,cant log my account keep show reset requir help
658,Payment issue fr mi SmartWatch V2. I was underbilled fr order #14552.,Billing Problem,Medium,SmartWatch V2,pay issue fr mi smartwatch v2 i underbill fr order 14552
659,I ordered PowerMax Battery but got FitRun Treadmill instead. My order number is #62040.,Wrong Item,High,PowerMax Battery,i order powermax battery but got fitrun treadmill instead my order number 62040
660,Facing installation issue wit RoboChef Blender. Setup fails at step 3.,Installation Issue,High,RoboChef Blender,fac installation issue wit robochef blender setup fail step 3
661,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,can you tell me more about vision led tv warranty also available white
662,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,SoundWave 300,cant log my account keep show reset requir help
663,Order #20912 for UltraClean Vacuum is 10 days late. Ordered on 11 March.,Late Delivery,Low,UltraClean Vacuum,order 20912 ultraclean vacuum 10 day late order 11 march
664,,Late Delivery,Medium,PowerMax Battery,nan
665,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,SmartWatch V2,cant log my account keep show captcha fail help
666,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,FitRun Treadmill,cant log my account keep show unknown issue help
667,"Order #91902 for EcoBreeze AC is 4 days late. Ordered on 25 April. Also, I contacted support on 25 April but got no response.",Late Delivery,Low,EcoBreeze AC,order 91902 ecobreeze ac 4 day late order 25 april also i contact support 25 april but got no response
668,I ordered  but got EcoBreeze AC instead. My order number is #46778.,Wrong Item,Medium,SoundWave 300,i order but got ecobreeze ac instead my order number 46778
669,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,ProTab X1,cant log my account keep show block help
670,PhotoSnap Cam is late. It stopped working after just 5 days.,Product Defect,High,PhotoSnap Cam,photosnap cam late stopp work after just 5 day
671,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black?",General Inquiry,High,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available black
672,Both my SoundWave 300 and Vision LED TV are glitchy. Both giving issues.,Product Defect,Low,SoundWave 300,both my soundwave 300 vision led tv glitchy both giv issu
673,Facing installation issue with . Setup fails at step 4.,,High,UltraClean Vacuum,fac installation issue setup fail step 4
674,Payment problem for order #33229. Need urgent help.,Billing Problem,High,EcoBreeze AC,pay problem order 33229 need urgent help
675,,Billing Problem,Medium,RoboChef Blender,nan
676,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,High,RoboChef Blender,fac installation issue robochef blender setup fail step 4
677,Facing installation issue with Vision LED TV. Setup fails at step 3.,Installation Issue,Low,Vision LED TV,fac installation issue vision led tv setup fail step 3
678,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,PowerMax Battery,cant log my account keep show reset requir help
679,Facing installation issue with ProTab X1. Setup fails at step 5.,Installation Issue,Low,ProTab X1,fac installation issue protab x1 setup fail step 5
680,Payment issue for my . I was debited incorrectly for order #15563. Delivery expected by 30 March.,,Low,Vision LED TV,pay issue my i debit incorrect order 15563 delivery expect 30 march
681,Payment issue for my ProTab X1. I was debited incorrectly for order #15474.,Billing Problem,Medium,ProTab X1,pay issue my protab x1 i debit incorrect order 15474
682,Payment issue for my FitRun Treadmill. I was underbilled for order #83111.,Billing Problem,High,FitRun Treadmill,pay issue my fitrun treadmill i underbill order 83111
683,,Billing Problem,High,EcoBreeze AC,nan
684,I ordered Vision LED TV but got PhotoSnap Cam instead. My order number is #82389. Delivery expected by 13 April.,Wrong Item,Low,Vision LED TV,i order vision led tv but got photosnap cam instead my order number 82389 delivery expect 13 april
685,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #43384.,Wrong Item,Low,RoboChef Blender,i order robochef blender but got ecobreeze ac instead my order number 43384
686,I ordered  but got PhotoSnap Cam instead. My order number is #57437.,Wrong Item,Low,FitRun Treadmill,i order but got photosnap cam instead my order number 57437
687,Facing installation issue wit . Setup fails at step 3.,Installation Issue,Low,PowerMax Battery,fac installation issue wit setup fail step 3
688,Payment issue for my RoboChef Blender. I was underbilled for order #87420.,Billing Problem,High,RoboChef Blender,pay issue my robochef blender i underbill order 87420
689,"Order #78255 for PhotoSnap Cam is 8 days late. Ordered on 16 April. Also, I contacted support on 16 April but got no response.",Late Delivery,High,PhotoSnap Cam,order 78255 photosnap cam 8 day late order 16 april also i contact support 16 april but got no response
690,,Late Delivery,Medium,SmartWatch V2,nan
691,I ordered RoboChef Blender but got FitRun Treadmill instead. My order number is #18640. Delivery expected by 27 April.,Wrong Item,Low,RoboChef Blender,i order robochef blender but got fitrun treadmill instead my order number 18640 delivery expect 27 april
692,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,ProTab X1,cant log my account keep show error help
693,Payment problem for order #79572. Need urgent help.,Billing Problem,Medium,UltraClean Vacuum,pay problem order 79572 need urgent help
694,,General Inquiry,Medium,PowerMax Battery,nan
695,"RoboChef Blender is cracked. It stopped working after just 7 days. Also, I contacted support on 24 March but got no response.",Product Defect,High,RoboChef Blender,robochef blender crack stopp work after just 7 day also i contact support 24 march but got no response
696,FitRun Treadmill is broken. It stopped working after just 10 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill broken stopp work after just 10 day
697,Payment issue fr mi EcoBreeze AC. I was charged twice fr order #16054.,Billing Problem,High,EcoBreeze AC,pay issue fr mi ecobreeze ac i charg twice fr order 16054
698,"Payment issue fr mi PowerMax Battery. I was overbilled fr order #13069. Also, I contacted support on 07 May but got no response.",,Medium,PowerMax Battery,pay issue fr mi powermax battery i overbill fr order 13069 also i contact support 07 may but got no response
699,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Low,Vision LED TV,cant log mi account keep show unknown issue help
700,Can't log in to mi account. Keeps showing blocked. Help! Delivery expected by 16 March.,Account Access,Low,UltraClean Vacuum,cant log mi account keep show block help delivery expect 16 march
701,Payment issue for my EcoBreeze AC. I was not refunded for order #42496.,,Medium,EcoBreeze AC,pay issue my ecobreeze ac i refund order 42496
702,"I ordered EcoBreeze AC but got RoboChef Blender instead. My order number is #99452. Also, I contacted support on 01 April but got no response.",Wrong Item,High,EcoBreeze AC,i order ecobreeze ac but got robochef blender instead my order number 99452 also i contact support 01 april but got no response
703,Payment problem fr order #74061. Need urgent help.,Billing Problem,High,RoboChef Blender,pay problem fr order 74061 need urgent help
704,Payment issue fr mi EcoBreeze AC. I was charged twice fr order #89561.,Billing Problem,Medium,EcoBreeze AC,pay issue fr mi ecobreeze ac i charg twice fr order 89561
705,,Product Defect,High,SmartWatch V2,nan
706,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #82036.,Wrong Item,Medium,ProTab X1,i order protab x1 but got fitrun treadmill instead my order number 82036
707,,Late Delivery,High,RoboChef Blender,nan
708," is damaged. It stopped working after just 3 days. Also, I contacted support on 22 March but got no response.",,Low,SoundWave 300,damag stopp work after just 3 day also i contact support 22 march but got no response
709,"Can you tell me more about teh SoundWave 300 warranty? Also, is it available in white?",General Inquiry,Medium,SoundWave 300,can you tell me more about teh soundwave 300 warranty also available white
710,"Payment issue for my . I was not refunded for order #27748. Also, I contacted support on 29 March but got no response.",Billing Problem,Medium,ProTab X1,pay issue my i refund order 27748 also i contact support 29 march but got no response
711,Order #59424 for FitRun Treadmill is 2 days late. Ordered on 07 March.,Late Delivery,Medium,FitRun Treadmill,order 59424 fitrun treadmill 2 day late order 07 march
712,Order #47003 for SoundWave 300 is 17 days late. Ordered on 28 April.,,High,SoundWave 300,order 47003 soundwave 300 17 day late order 28 april
713,"I ordered PowerMax Battery but got ProTab X1 instead. My order number is #76262. Also, I contacted support on 24 March but got no response. Delivery expected by 24 March.",Wrong Item,High,PowerMax Battery,i order powermax battery but got protab x1 instead my order number 76262 also i contact support 24 march but got no response delivery expect 24 march
714,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in red?",General Inquiry,Low,EcoBreeze AC,can you tell me more about ecobreeze ac warranty also available red
715,FitRun Treadmill is not received. It stopped working after just 1 days.,Product Defect,High,FitRun Treadmill,fitrun treadmill receiv stopp work after just 1 day
716,"Can you tell me more about the Vision LED TV warranty? Also, is it available in red? Also, I contacted support on 04 April but got no response. Delivery expected by 04 April.",,Low,Vision LED TV,can you tell me more about vision led tv warranty also available red also i contact support 04 april but got no response delivery expect 04 april
717,Facing installation issue with UltraClean Vacuum. Setup fails at step 6.,Installation Issue,Medium,UltraClean Vacuum,fac installation issue ultraclean vacuum setup fail step 6
718,Not able to install my product.,Installation Issue,Medium,SmartWatch V2,able install my product
719,"Payment problem for order #50747. Need urgent help. Also, I contacted support on 29 March but got no response.",Billing Problem,High,UltraClean Vacuum,pay problem order 50747 need urgent help also i contact support 29 march but got no response
720,I ordered PowerMax Battery but got ProTab X1 instead. My order number is #54668.,Wrong Item,High,PowerMax Battery,i order powermax battery but got protab x1 instead my order number 54668
721,Order #82260 for  is 18 days late. Ordered on 29 April.,Late Delivery,Medium,PhotoSnap Cam,order 82260 18 day late order 29 april
722,Payment issue for my FitRun Treadmill. I was underbilled for order #65952.,Billing Problem,Low,FitRun Treadmill,pay issue my fitrun treadmill i underbill order 65952
723,I ordered Vision LED TV but got UltraClean Vacuum instead. My order number is #80743.,,High,Vision LED TV,i order vision led tv but got ultraclean vacuum instead my order number 80743
724,"Facing installation issue with . Setup fails at step 1. Also, I contacted support on 28 March but got no response.",Installation Issue,High,PowerMax Battery,fac installation issue setup fail step 1 also i contact support 28 march but got no response
725,Order #15998 for  is 1 days late. Ordered on 15 April.,Late Delivery,Low,RoboChef Blender,order 15998 1 day late order 15 april
726,PowerMax Battery is lost. It stopped working after just 8 days.,Product Defect,Medium,PowerMax Battery,powermax battery lost stopp work after just 8 day
727,Order #12312 placed on 31 March still not here.,Late Delivery,,EcoBreeze AC,order 12312 plac 31 march still here
728,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PhotoSnap Cam,cant log my account keep show captcha fail help
729,SoundWave 300 is broken. It stopped working after just 1 days.,Product Defect,,SoundWave 300,soundwave 300 broken stopp work after just 1 day
730,Order #86215 fr  is 16 days late. Ordered on 21 April.,Late Delivery,,FitRun Treadmill,order 86215 fr 16 day late order 21 april
731,SoundWave 300 is wrong item. It stopped working after just 6 days.,Product Defect,Medium,SoundWave 300,soundwave 300 wrong item stopp work after just 6 day
732,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in black?",General Inquiry,High,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available black
733,"Can't log in to my account. Keeps showing reset required. Help! Also, I contacted support on 12 May but got no response.",,Medium,FitRun Treadmill,cant log my account keep show reset requir help also i contact support 12 may but got no response
734,"Payment issue for my ProTab X1. I was charged twice for order #86412. Also, I contacted support on 17 March but got no response.",Billing Problem,High,ProTab X1,pay issue my protab x1 i charg twice order 86412 also i contact support 17 march but got no response
735,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black? Delivery expected by 17 March.",General Inquiry,Medium,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available black delivery expect 17 march
736,Login not working.,Account Access,Medium,RoboChef Blender,login work
737,Account problem. Assistance needed.,Account Access,Medium,SoundWave 300,account problem assistance need
738,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,High,RoboChef Blender,can you tell me more about robochef blender warranty also available black
739,"Payment problem for order #95121. Need urgent help. Also, I contacted support on 24 March but got no response.",,High,PhotoSnap Cam,pay problem order 95121 need urgent help also i contact support 24 march but got no response
740,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue? Also, I contacted support on 09 March but got no response.",General Inquiry,High,PowerMax Battery,can you tell me more about powermax battery warranty also available blue also i contact support 09 march but got no response
741,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,can you tell me more about photosnap cam warranty also available white
742,I ordered UltraClean Vacuum but got UltraClean Vacuum instead. My order number is #57817.,Wrong Item,Low,UltraClean Vacuum,i order ultraclean vacuum but got ultraclean vacuum instead my order number 57817
743,Facing installation issue with UltraClean Vacuum. Setup fails at step 4.,,High,UltraClean Vacuum,fac installation issue ultraclean vacuum setup fail step 4
744,"Received wrong product, order mixed up.",Wrong Item,Medium,ProTab X1,receiv wrong product order mix up
745,"I ordered PhotoSnap Cam but got PhotoSnap Cam instead. My order number is #37817. Also, I contacted support on 25 April but got no response.",Wrong Item,Low,PhotoSnap Cam,i order photosnap cam but got photosnap cam instead my order number 37817 also i contact support 25 april but got no response
746,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,PhotoSnap Cam,cant log my account keep show error help
747,"Can't access my account. Also, I contacted support on 19 March but got no response.",Account Access,High,ProTab X1,cant acces my account also i contact support 19 march but got no response
748,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 18 April.,Account Access,Low,SmartWatch V2,cant log my account keep show reset requir help delivery expect 18 april
749,Order #98425 for  is 2 days late. Ordered on 22 March.,Late Delivery,High,PhotoSnap Cam,order 98425 2 day late order 22 march
750,Both my SmartWatch V2 and PowerMax Battery are broken. Both giving issues. Delivery expected by 04 April.,,High,SmartWatch V2,both my smartwatch v2 powermax battery broken both giv issu delivery expect 04 april
751,Product info needed.,General Inquiry,High,SoundWave 300,product info need
752,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,RoboChef Blender,cant log my account keep show block help
753,,Late Delivery,High,PhotoSnap Cam,nan
754, is late. It stopped working after just 8 days.,Product Defect,Low,Vision LED TV,late stopp work after just 8 day
755,I ordered PhotoSnap Cam but got SoundWave 300 instead. My order number is #68656.,Wrong Item,Low,PhotoSnap Cam,i order photosnap cam but got soundwave 300 instead my order number 68656
756,"Received wrong product, order mixed up. Also, I contacted support on 03 May but got no response.",Wrong Item,Medium,UltraClean Vacuum,receiv wrong product order mix up also i contact support 03 may but got no response
757,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #55952.,,High,SoundWave 300,i order soundwave 300 but got protab x1 instead my order number 55952
758,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,EcoBreeze AC,fac installation issue setup fail step 2
759,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,PhotoSnap Cam,cant log my account keep show block help
760,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #12554.,Wrong Item,High,RoboChef Blender,i order robochef blender but got ecobreeze ac instead my order number 12554
761,Facing installation issue with . Setup fails at step 4.,Installation Issue,Low,ProTab X1,fac installation issue setup fail step 4
762,Payment issue for my PhotoSnap Cam. I was underbilled for order #53013.,Billing Problem,Medium,PhotoSnap Cam,pay issue my photosnap cam i underbill order 53013
763,Payment issue for my . I was underbilled for order #20888.,Billing Problem,High,PhotoSnap Cam,pay issue my i underbill order 20888
764,Facing installation issue with PowerMax Battery. Setup fails at step 5.,Installation Issue,Low,PowerMax Battery,fac installation issue powermax battery setup fail step 5
765,Account problem. Assistance needed.,Account Access,High,SmartWatch V2,account problem assistance need
766,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #53505.,Wrong Item,High,ProTab X1,i order protab x1 but got ultraclean vacuum instead my order number 53505
767,I ordered Vision LED TV but got SoundWave 300 instead. My order number is #38888.,Wrong Item,Medium,Vision LED TV,i order vision led tv but got soundwave 300 instead my order number 38888
768,"SmartWatch V2 is missing. It stopped working after just 3 days. Also, I contacted support on 27 April but got no response.",Product Defect,High,SmartWatch V2,smartwatch v2 miss stopp work after just 3 day also i contact support 27 april but got no response
769,RoboChef Blender is damaged. It stopped working after just 3 days.,Product Defect,High,RoboChef Blender,robochef blender damag stopp work after just 3 day
770,Payment issue fr mi ProTab X1. I was overbilled fr order #41189. Delivery expected by 19 May.,Billing Problem,Medium,ProTab X1,pay issue fr mi protab x1 i overbill fr order 41189 delivery expect 19 may
771,,Account Access,Medium,PhotoSnap Cam,nan
772,Vision LED TV is missing. It stopped working after just 3 days.,Product Defect,High,Vision LED TV,vision led tv miss stopp work after just 3 day
773,Can't log in to my account. Keeps showing error. Help! Delivery expected by 03 March.,Account Access,Low,EcoBreeze AC,cant log my account keep show error help delivery expect 03 march
774,Payment issue for my EcoBreeze AC. I was debited incorrectly for order #93842.,,High,EcoBreeze AC,pay issue my ecobreeze ac i debit incorrect order 93842
775,Order #91530 fr  is 15 days late. Ordered on 29 April.,Late Delivery,High,SoundWave 300,order 91530 fr 15 day late order 29 april
776,UltraClean Vacuum is charged. It stopped working after just 12 days.,Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum charg stopp work after just 12 day
777,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,can you tell me more about ecobreeze ac warranty also available black
778,"Order #21829 for Vision LED TV is 10 days late. Ordered on 08 March. Also, I contacted support on 08 March but got no response.",,Low,Vision LED TV,order 21829 vision led tv 10 day late order 08 march also i contact support 08 march but got no response
779,PowerMax Battery is error. It stopped working after just 10 days.,Product Defect,Medium,PowerMax Battery,powermax battery error stopp work after just 10 day
780,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,Vision LED TV,can you tell me more about warranty also available red
781,Facing installation issue with PowerMax Battery. Setup fails at step 6.,Installation Issue,High,PowerMax Battery,fac installation issue powermax battery setup fail step 6
782,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,,Medium,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 3
783,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #24110.,Wrong Item,High,SoundWave 300,i order soundwave 300 but got protab x1 instead my order number 24110
784,"Received wrong product, order mixed up. Also, I contacted support on 04 March but got no response.",Wrong Item,Low,SoundWave 300,receiv wrong product order mix up also i contact support 04 march but got no response
785,Both my Vision LED TV and PowerMax Battery are error. Both giving issues.,Product Defect,Medium,Vision LED TV,both my vision led tv powermax battery error both giv issu
786,"Payment issue for my RoboChef Blender. I was charged twice for order #81485. Also, I contacted support on 03 March but got no response.",Billing Problem,Low,RoboChef Blender,pay issue my robochef blender i charg twice order 81485 also i contact support 03 march but got no response
787,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,Low,PowerMax Battery,can you tell me more about powermax battery warranty also available blue
788,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,receiv wrong product order mix up
789,I ordered  but got PowerMax Battery instead. My order number is #29985. Delivery expected by 22 April.,Wrong Item,Medium,ProTab X1,i order but got powermax battery instead my order number 29985 delivery expect 22 april
790,I ordered UltraClean Vacuum but got Vision LED TV instead. My order number is #74948.,Wrong Item,High,UltraClean Vacuum,i order ultraclean vacuum but got vision led tv instead my order number 74948
791,Facing installation issue with . Setup fails at step 2.,Installation Issue,Medium,EcoBreeze AC,fac installation issue setup fail step 2
792,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",,Medium,FitRun Treadmill,can you tell me more about fitrun treadmill warranty also available red
793,Facing installation issue with EcoBreeze AC. Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,fac installation issue ecobreeze ac setup fail step 5
794,"Account problem. Assistance needed. Also, I contacted support on 22 March but got no response.",Account Access,Low,FitRun Treadmill,account problem assistance need also i contact support 22 march but got no response
795,Payment issue fr mi SoundWave 300. I was not refunded fr order #10237.,Billing Problem,High,SoundWave 300,pay issue fr mi soundwave 300 i refund fr order 10237
796,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,,FitRun Treadmill,cant log my account keep show captcha fail help
797,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,High,RoboChef Blender,can you tell me more about robochef blender warranty also available red
798,"UltraClean Vacuum is error. It stopped working after just 6 days. Also, I contacted support on 05 April but got no response.",Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum error stopp work after just 6 day also i contact support 05 april but got no response
799,Can't access my account.,Account Access,,UltraClean Vacuum,cant acces my account
800,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Low,Vision LED TV,fac installation issue vision led tv setup fail step 2
